ベンダ,GRAPHTEC Corporation
モデル,GL900
バージョン,Ver2.09
測定間隔,2ms
測定点数,5000        
トリガ点,1                    
開始時刻,2015-10-05,14:24:11
終了時刻,2015-10-05,14:24:21
トリガ時刻,2015-10-05,14:24:11
アンプ設定
CH,信号名,入力,レンジ,フィルタ,スパン
CH1, " CH 1",TEMP,TC_K,Off,300.000,-100.000,ﾟC
CH2, " CH 2",DC,1-5V,Off,401.000,1.000,kPa
CH3, " CH 3",DC,10V,Off,114.300,0.000,ml
Logic/Pulse,Off
XY1,On,CH3,CH2
XY2,Off,CH1,CH3
XY3,Off,CH1,CH1
XY4,Off,CH1,CH1

測定値
番号,日付,時間,us,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,Alarm,AlarmOut
NO.,Date,Time,us,ﾟC,kPa,ml,,,,,
1451,2015/10/05,14:24:13,900000,+28.1,+150.6,+42.20,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1452,2015/10/05,14:24:13,902000,+27.7,+150.5,+42.21,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1453,2015/10/05,14:24:13,904000,+28.2,+150.5,+42.20,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1454,2015/10/05,14:24:13,906000,+28.2,+150.6,+42.23,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1455,2015/10/05,14:24:13,908000,+28.5,+150.5,+42.20,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1456,2015/10/05,14:24:13,910000,+28.0,+150.5,+42.21,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1457,2015/10/05,14:24:13,912000,+28.2,+150.5,+42.18,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1458,2015/10/05,14:24:13,914000,+27.9,+150.3,+42.20,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1459,2015/10/05,14:24:13,916000,+28.5,+150.4,+42.20,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1460,2015/10/05,14:24:13,918000,+27.7,+150.6,+42.18,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1461,2015/10/05,14:24:13,920000,+27.9,+150.9,+41.95,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1462,2015/10/05,14:24:13,922000,+27.8,+152.2,+41.51,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1463,2015/10/05,14:24:13,924000,+27.9,+154.9,+41.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1464,2015/10/05,14:24:13,926000,+28.4,+157.7,+40.75,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1465,2015/10/05,14:24:13,928000,+28.6,+159.9,+40.58,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1466,2015/10/05,14:24:13,930000,+29.0,+161.8,+40.34,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1467,2015/10/05,14:24:13,932000,+29.7,+162.9,+40.12,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1468,2015/10/05,14:24:13,934000,+29.7,+163.1,+40.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1469,2015/10/05,14:24:13,936000,+30.9,+162.7,+39.91,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1470,2015/10/05,14:24:13,938000,+30.5,+162.3,+39.93,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1471,2015/10/05,14:24:13,940000,+30.3,+161.8,+39.95,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1472,2015/10/05,14:24:13,942000,+30.8,+160.9,+39.91,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1473,2015/10/05,14:24:13,944000,+30.9,+160.1,+39.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1474,2015/10/05,14:24:13,946000,+31.3,+159.3,+40.06,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1475,2015/10/05,14:24:13,948000,+31.1,+158.4,+40.18,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1476,2015/10/05,14:24:13,950000,+31.8,+157.7,+40.36,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1477,2015/10/05,14:24:13,952000,+30.9,+157.1,+40.56,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1478,2015/10/05,14:24:13,954000,+31.2,+156.4,+40.78,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1479,2015/10/05,14:24:13,956000,+30.5,+155.6,+40.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1480,2015/10/05,14:24:13,958000,+30.8,+155.0,+41.14,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1481,2015/10/05,14:24:13,960000,+30.6,+154.3,+41.32,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1482,2015/10/05,14:24:13,962000,+30.1,+153.6,+41.47,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1483,2015/10/05,14:24:13,964000,+30.0,+152.8,+41.57,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1484,2015/10/05,14:24:13,966000,+29.9,+152.0,+41.69,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1485,2015/10/05,14:24:13,968000,+30.2,+151.5,+41.72,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1486,2015/10/05,14:24:13,970000,+30.2,+151.1,+41.73,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1487,2015/10/05,14:24:13,972000,+29.7,+150.7,+41.72,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1488,2015/10/05,14:24:13,974000,+29.7,+150.6,+41.72,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1489,2015/10/05,14:24:13,976000,+29.0,+150.7,+41.72,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1490,2015/10/05,14:24:13,978000,+29.0,+150.8,+41.73,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1491,2015/10/05,14:24:13,980000,+28.7,+150.7,+41.72,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1492,2015/10/05,14:24:13,982000,+28.6,+150.9,+41.72,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1493,2015/10/05,14:24:13,984000,+28.1,+150.9,+41.74,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1494,2015/10/05,14:24:13,986000,+28.1,+150.9,+41.73,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1495,2015/10/05,14:24:13,988000,+29.0,+150.9,+41.72,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1496,2015/10/05,14:24:13,990000,+28.2,+150.8,+41.72,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1497,2015/10/05,14:24:13,992000,+28.3,+150.7,+41.72,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1498,2015/10/05,14:24:13,994000,+27.9,+150.7,+41.74,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1499,2015/10/05,14:24:13,996000,+27.9,+150.7,+41.74,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1500,2015/10/05,14:24:13,998000,+27.5,+150.8,+41.78,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1501,2015/10/05,14:24:14,000000,+27.7,+150.8,+41.79,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1502,2015/10/05,14:24:14,002000,+27.4,+150.6,+41.81,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1503,2015/10/05,14:24:14,004000,+27.6,+150.6,+41.86,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1504,2015/10/05,14:24:14,006000,+27.1,+150.8,+41.90,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1505,2015/10/05,14:24:14,008000,+27.7,+150.7,+41.92,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1506,2015/10/05,14:24:14,010000,+27.2,+150.7,+41.96,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1507,2015/10/05,14:24:14,012000,+27.5,+150.7,+41.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1508,2015/10/05,14:24:14,014000,+27.4,+150.5,+41.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1509,2015/10/05,14:24:14,016000,+27.2,+150.6,+41.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1510,2015/10/05,14:24:14,018000,+27.2,+150.4,+42.01,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1511,2015/10/05,14:24:14,020000,+27.4,+150.6,+41.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1512,2015/10/05,14:24:14,022000,+26.9,+150.6,+42.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1513,2015/10/05,14:24:14,024000,+27.1,+150.7,+42.01,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1514,2015/10/05,14:24:14,026000,+27.7,+150.5,+42.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1515,2015/10/05,14:24:14,028000,+27.2,+150.5,+42.01,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1516,2015/10/05,14:24:14,030000,+27.5,+150.3,+42.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1517,2015/10/05,14:24:14,032000,+26.7,+150.6,+42.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1518,2015/10/05,14:24:14,034000,+27.1,+150.3,+42.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1519,2015/10/05,14:24:14,036000,+26.5,+150.5,+42.01,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1520,2015/10/05,14:24:14,038000,+26.5,+150.1,+42.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1521,2015/10/05,14:24:14,040000,+26.7,+150.6,+42.01,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1522,2015/10/05,14:24:14,042000,+26.2,+150.3,+42.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1523,2015/10/05,14:24:14,044000,+26.8,+150.4,+42.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1524,2015/10/05,14:24:14,046000,+26.8,+150.3,+42.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1525,2015/10/05,14:24:14,048000,+26.6,+150.2,+42.03,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1526,2015/10/05,14:24:14,050000,+26.7,+150.3,+42.01,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1527,2015/10/05,14:24:14,052000,+26.8,+150.4,+41.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1528,2015/10/05,14:24:14,054000,+26.6,+150.3,+41.96,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1529,2015/10/05,14:24:14,056000,+26.8,+150.6,+41.89,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1530,2015/10/05,14:24:14,058000,+26.5,+150.8,+41.74,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1531,2015/10/05,14:24:14,060000,+26.6,+151.6,+41.59,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1532,2015/10/05,14:24:14,062000,+26.1,+152.3,+41.47,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1533,2015/10/05,14:24:14,064000,+26.6,+152.9,+41.45,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1534,2015/10/05,14:24:14,066000,+26.1,+152.9,+41.43,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1535,2015/10/05,14:24:14,068000,+27.2,+152.9,+41.43,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1536,2015/10/05,14:24:14,070000,+26.5,+152.6,+41.44,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1537,2015/10/05,14:24:14,072000,+27.2,+152.6,+41.44,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1538,2015/10/05,14:24:14,074000,+26.6,+152.7,+41.43,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1539,2015/10/05,14:24:14,076000,+27.1,+152.7,+41.43,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1540,2015/10/05,14:24:14,078000,+27.1,+152.6,+41.44,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1541,2015/10/05,14:24:14,080000,+26.7,+152.5,+41.44,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1542,2015/10/05,14:24:14,082000,+26.6,+152.6,+41.44,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1543,2015/10/05,14:24:14,084000,+27.2,+152.5,+41.47,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1544,2015/10/05,14:24:14,086000,+26.8,+152.5,+41.43,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1545,2015/10/05,14:24:14,088000,+27.2,+152.4,+41.47,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1546,2015/10/05,14:24:14,090000,+27.2,+152.6,+41.50,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1547,2015/10/05,14:24:14,092000,+27.2,+152.4,+41.51,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1548,2015/10/05,14:24:14,094000,+26.7,+152.5,+41.50,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1549,2015/10/05,14:24:14,096000,+26.9,+152.4,+41.48,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1550,2015/10/05,14:24:14,098000,+26.7,+152.5,+41.50,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1551,2015/10/05,14:24:14,100000,+26.8,+152.4,+41.50,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1552,2015/10/05,14:24:14,102000,+27.3,+152.3,+41.47,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1553,2015/10/05,14:24:14,104000,+26.7,+152.2,+41.48,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1554,2015/10/05,14:24:14,106000,+27.2,+152.5,+41.48,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1555,2015/10/05,14:24:14,108000,+26.9,+152.2,+41.48,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1556,2015/10/05,14:24:14,110000,+27.0,+152.4,+41.48,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1557,2015/10/05,14:24:14,112000,+27.1,+152.2,+41.49,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1558,2015/10/05,14:24:14,114000,+27.2,+152.3,+41.49,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1559,2015/10/05,14:24:14,116000,+26.9,+152.2,+41.51,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1560,2015/10/05,14:24:14,118000,+26.9,+152.1,+41.51,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1561,2015/10/05,14:24:14,120000,+27.2,+152.2,+41.49,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1562,2015/10/05,14:24:14,122000,+26.9,+152.3,+41.49,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1563,2015/10/05,14:24:14,124000,+26.9,+152.2,+41.49,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1564,2015/10/05,14:24:14,126000,+26.7,+152.2,+41.50,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1565,2015/10/05,14:24:14,128000,+26.9,+152.1,+41.48,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1566,2015/10/05,14:24:14,130000,+26.9,+152.2,+41.49,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1567,2015/10/05,14:24:14,132000,+27.1,+152.1,+41.49,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1568,2015/10/05,14:24:14,134000,+27.2,+152.1,+41.48,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1569,2015/10/05,14:24:14,136000,+27.7,+152.1,+41.48,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1570,2015/10/05,14:24:14,138000,+27.1,+152.1,+41.50,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1571,2015/10/05,14:24:14,140000,+27.5,+152.2,+41.48,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1572,2015/10/05,14:24:14,142000,+26.4,+152.0,+41.49,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1573,2015/10/05,14:24:14,144000,+26.9,+152.1,+41.48,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1574,2015/10/05,14:24:14,146000,+26.7,+152.2,+41.49,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1575,2015/10/05,14:24:14,148000,+27.1,+151.9,+41.50,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1576,2015/10/05,14:24:14,150000,+26.9,+152.1,+41.51,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1577,2015/10/05,14:24:14,152000,+27.1,+152.0,+41.50,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1578,2015/10/05,14:24:14,154000,+26.9,+151.9,+41.50,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1579,2015/10/05,14:24:14,156000,+27.1,+152.0,+41.48,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1580,2015/10/05,14:24:14,158000,+26.8,+152.0,+41.49,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1581,2015/10/05,14:24:14,160000,+27.1,+152.0,+41.52,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1582,2015/10/05,14:24:14,162000,+26.8,+152.0,+41.52,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1583,2015/10/05,14:24:14,164000,+26.7,+152.2,+41.46,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1584,2015/10/05,14:24:14,166000,+26.8,+152.9,+41.21,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1585,2015/10/05,14:24:14,168000,+26.8,+154.8,+40.71,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1586,2015/10/05,14:24:14,170000,+26.9,+158.1,+40.14,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1587,2015/10/05,14:24:14,172000,+27.6,+161.0,+39.77,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1588,2015/10/05,14:24:14,174000,+28.3,+164.0,+39.52,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1589,2015/10/05,14:24:14,176000,+28.2,+166.0,+39.28,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1590,2015/10/05,14:24:14,178000,+29.2,+166.9,+39.05,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1591,2015/10/05,14:24:14,180000,+29.0,+167.0,+38.87,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1592,2015/10/05,14:24:14,182000,+29.5,+166.6,+38.84,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1593,2015/10/05,14:24:14,184000,+30.4,+165.8,+38.82,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1594,2015/10/05,14:24:14,186000,+30.2,+164.9,+38.80,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1595,2015/10/05,14:24:14,188000,+30.4,+164.2,+38.86,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1596,2015/10/05,14:24:14,190000,+31.0,+163.3,+38.96,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1597,2015/10/05,14:24:14,192000,+30.8,+162.4,+39.08,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1598,2015/10/05,14:24:14,194000,+30.8,+161.4,+39.17,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1599,2015/10/05,14:24:14,196000,+31.2,+160.7,+39.29,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1600,2015/10/05,14:24:14,198000,+30.9,+160.2,+39.45,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1601,2015/10/05,14:24:14,200000,+30.8,+159.6,+39.63,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1602,2015/10/05,14:24:14,202000,+30.5,+159.1,+39.84,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1603,2015/10/05,14:24:14,204000,+30.4,+158.8,+40.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1604,2015/10/05,14:24:14,206000,+30.2,+158.2,+40.15,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1605,2015/10/05,14:24:14,208000,+30.4,+157.4,+40.31,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1606,2015/10/05,14:24:14,210000,+30.5,+157.0,+40.40,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1607,2015/10/05,14:24:14,212000,+30.6,+156.3,+40.52,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1608,2015/10/05,14:24:14,214000,+29.7,+156.0,+40.56,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1609,2015/10/05,14:24:14,216000,+30.0,+155.7,+40.54,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1610,2015/10/05,14:24:14,218000,+29.5,+155.4,+40.58,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1611,2015/10/05,14:24:14,220000,+29.4,+155.2,+40.58,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1612,2015/10/05,14:24:14,222000,+29.2,+155.4,+40.65,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1613,2015/10/05,14:24:14,224000,+29.3,+155.1,+40.66,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1614,2015/10/05,14:24:14,226000,+29.2,+155.3,+40.67,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1615,2015/10/05,14:24:14,228000,+29.1,+155.0,+40.67,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1616,2015/10/05,14:24:14,230000,+29.0,+155.4,+40.69,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1617,2015/10/05,14:24:14,232000,+29.3,+155.0,+40.65,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1618,2015/10/05,14:24:14,234000,+29.0,+155.4,+40.67,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1619,2015/10/05,14:24:14,236000,+28.9,+155.0,+40.67,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1620,2015/10/05,14:24:14,238000,+28.5,+155.2,+40.67,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1621,2015/10/05,14:24:14,240000,+28.3,+155.0,+40.68,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1622,2015/10/05,14:24:14,242000,+28.7,+155.2,+40.69,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1623,2015/10/05,14:24:14,244000,+28.1,+155.2,+40.67,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1624,2015/10/05,14:24:14,246000,+28.0,+155.4,+40.68,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1625,2015/10/05,14:24:14,248000,+28.2,+155.2,+40.68,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1626,2015/10/05,14:24:14,250000,+28.7,+155.1,+40.65,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1627,2015/10/05,14:24:14,252000,+28.2,+155.0,+40.69,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1628,2015/10/05,14:24:14,254000,+28.7,+155.0,+40.68,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1629,2015/10/05,14:24:14,256000,+27.8,+155.1,+40.66,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1630,2015/10/05,14:24:14,258000,+27.9,+155.1,+40.66,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1631,2015/10/05,14:24:14,260000,+27.7,+155.0,+40.68,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1632,2015/10/05,14:24:14,262000,+27.5,+155.2,+40.66,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1633,2015/10/05,14:24:14,264000,+27.9,+155.2,+40.68,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1634,2015/10/05,14:24:14,266000,+27.8,+155.1,+40.66,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1635,2015/10/05,14:24:14,268000,+27.9,+154.9,+40.68,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1636,2015/10/05,14:24:14,270000,+28.0,+155.0,+40.69,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1637,2015/10/05,14:24:14,272000,+28.0,+154.8,+40.68,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1638,2015/10/05,14:24:14,274000,+27.9,+155.1,+40.68,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1639,2015/10/05,14:24:14,276000,+27.2,+154.9,+40.68,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1640,2015/10/05,14:24:14,278000,+27.7,+154.8,+40.68,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1641,2015/10/05,14:24:14,280000,+27.2,+154.8,+40.68,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1642,2015/10/05,14:24:14,282000,+27.3,+154.9,+40.68,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1643,2015/10/05,14:24:14,284000,+27.2,+154.9,+40.68,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1644,2015/10/05,14:24:14,286000,+27.2,+154.8,+40.69,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1645,2015/10/05,14:24:14,288000,+27.6,+155.0,+40.66,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1646,2015/10/05,14:24:14,290000,+26.9,+154.7,+40.69,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1647,2015/10/05,14:24:14,292000,+28.0,+155.1,+40.68,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1648,2015/10/05,14:24:14,294000,+27.4,+155.2,+40.56,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1649,2015/10/05,14:24:14,296000,+27.2,+156.4,+40.26,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1650,2015/10/05,14:24:14,298000,+27.4,+158.1,+39.92,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1651,2015/10/05,14:24:14,300000,+28.0,+160.2,+39.69,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1652,2015/10/05,14:24:14,302000,+27.5,+161.8,+39.59,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1653,2015/10/05,14:24:14,304000,+28.2,+162.6,+39.51,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1654,2015/10/05,14:24:14,306000,+27.9,+162.9,+39.48,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
1655,2015/10/05,14:24:14,308000,+28.6,+162.9,+39.41,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
