ベンダ,GRAPHTEC Corporation
モデル,GL900
バージョン,Ver2.09
測定間隔,2ms
測定点数,5000        
トリガ点,1                    
開始時刻,2015-10-05,14:24:11
終了時刻,2015-10-05,14:24:21
トリガ時刻,2015-10-05,14:24:11
アンプ設定
CH,信号名,入力,レンジ,フィルタ,スパン
CH1, " CH 1",TEMP,TC_K,Off,300.000,-100.000,ﾟC
CH2, " CH 2",DC,1-5V,Off,401.000,1.000,kPa
CH3, " CH 3",DC,10V,Off,114.300,0.000,ml
Logic/Pulse,Off
XY1,On,CH3,CH2
XY2,Off,CH1,CH3
XY3,Off,CH1,CH1
XY4,Off,CH1,CH1

測定値
番号,日付,時間,us,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,Alarm,AlarmOut
NO.,Date,Time,us,ﾟC,kPa,ml,,,,,
2566,2015/10/05,14:24:16,130000,+30.9,+188.0,+33.29,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2567,2015/10/05,14:24:16,132000,+30.6,+188.1,+33.30,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2568,2015/10/05,14:24:16,134000,+30.7,+188.2,+33.30,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2569,2015/10/05,14:24:16,136000,+30.5,+188.0,+33.30,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2570,2015/10/05,14:24:16,138000,+31.1,+187.8,+33.28,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2571,2015/10/05,14:24:16,140000,+30.7,+187.9,+33.30,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2572,2015/10/05,14:24:16,142000,+30.8,+188.1,+33.31,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2573,2015/10/05,14:24:16,144000,+30.6,+187.9,+33.29,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2574,2015/10/05,14:24:16,146000,+30.1,+187.9,+33.28,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2575,2015/10/05,14:24:16,148000,+30.6,+187.8,+33.31,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2576,2015/10/05,14:24:16,150000,+30.3,+187.8,+33.28,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2577,2015/10/05,14:24:16,152000,+31.2,+187.8,+33.28,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2578,2015/10/05,14:24:16,154000,+30.3,+187.8,+33.28,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2579,2015/10/05,14:24:16,156000,+30.6,+187.8,+33.29,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2580,2015/10/05,14:24:16,158000,+30.2,+187.8,+33.28,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2581,2015/10/05,14:24:16,160000,+30.2,+187.8,+33.29,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2582,2015/10/05,14:24:16,162000,+30.2,+187.7,+33.28,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2583,2015/10/05,14:24:16,164000,+30.5,+187.7,+33.28,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2584,2015/10/05,14:24:16,166000,+30.0,+187.6,+33.31,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2585,2015/10/05,14:24:16,168000,+30.2,+187.8,+33.32,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2586,2015/10/05,14:24:16,170000,+30.1,+187.8,+33.29,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2587,2015/10/05,14:24:16,172000,+30.3,+187.7,+33.28,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2588,2015/10/05,14:24:16,174000,+30.1,+187.6,+33.28,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2589,2015/10/05,14:24:16,176000,+30.0,+187.7,+33.31,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2590,2015/10/05,14:24:16,178000,+29.6,+187.5,+33.28,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2591,2015/10/05,14:24:16,180000,+29.7,+187.5,+33.30,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2592,2015/10/05,14:24:16,182000,+30.1,+187.6,+33.28,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2593,2015/10/05,14:24:16,184000,+29.7,+187.6,+33.32,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2594,2015/10/05,14:24:16,186000,+30.0,+187.5,+33.30,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2595,2015/10/05,14:24:16,188000,+30.0,+187.5,+33.29,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2596,2015/10/05,14:24:16,190000,+30.1,+187.6,+33.31,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2597,2015/10/05,14:24:16,192000,+30.3,+187.4,+33.28,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2598,2015/10/05,14:24:16,194000,+29.8,+187.5,+33.27,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2599,2015/10/05,14:24:16,196000,+29.3,+187.6,+33.26,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2600,2015/10/05,14:24:16,198000,+29.8,+187.5,+33.26,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2601,2015/10/05,14:24:16,200000,+29.3,+187.5,+33.24,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2602,2015/10/05,14:24:16,202000,+29.5,+187.4,+33.25,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2603,2015/10/05,14:24:16,204000,+29.3,+187.4,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2604,2015/10/05,14:24:16,206000,+29.7,+187.2,+33.27,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2605,2015/10/05,14:24:16,208000,+29.6,+187.5,+33.24,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2606,2015/10/05,14:24:16,210000,+30.1,+187.3,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2607,2015/10/05,14:24:16,212000,+29.7,+187.5,+33.21,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2608,2015/10/05,14:24:16,214000,+29.3,+187.2,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2609,2015/10/05,14:24:16,216000,+29.7,+187.4,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2610,2015/10/05,14:24:16,218000,+29.6,+187.3,+33.24,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2611,2015/10/05,14:24:16,220000,+29.5,+187.5,+33.21,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2612,2015/10/05,14:24:16,222000,+29.2,+187.4,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2613,2015/10/05,14:24:16,224000,+29.4,+187.4,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2614,2015/10/05,14:24:16,226000,+28.9,+187.3,+33.23,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2615,2015/10/05,14:24:16,228000,+29.2,+187.3,+33.21,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2616,2015/10/05,14:24:16,230000,+29.2,+187.3,+33.23,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2617,2015/10/05,14:24:16,232000,+29.5,+187.4,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2618,2015/10/05,14:24:16,234000,+29.0,+187.2,+33.24,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2619,2015/10/05,14:24:16,236000,+29.2,+187.4,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2620,2015/10/05,14:24:16,238000,+28.7,+187.0,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2621,2015/10/05,14:24:16,240000,+28.9,+187.2,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2622,2015/10/05,14:24:16,242000,+28.5,+187.3,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2623,2015/10/05,14:24:16,244000,+29.0,+187.4,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2624,2015/10/05,14:24:16,246000,+28.9,+187.3,+33.24,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2625,2015/10/05,14:24:16,248000,+28.9,+187.2,+33.21,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2626,2015/10/05,14:24:16,250000,+29.0,+187.1,+33.21,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2627,2015/10/05,14:24:16,252000,+28.7,+187.1,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2628,2015/10/05,14:24:16,254000,+28.9,+187.2,+33.23,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2629,2015/10/05,14:24:16,256000,+28.5,+187.1,+33.25,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2630,2015/10/05,14:24:16,258000,+29.0,+187.0,+33.25,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2631,2015/10/05,14:24:16,260000,+28.4,+187.2,+33.25,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2632,2015/10/05,14:24:16,262000,+28.4,+187.1,+33.21,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2633,2015/10/05,14:24:16,264000,+28.6,+187.0,+33.24,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2634,2015/10/05,14:24:16,266000,+28.9,+186.9,+33.23,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2635,2015/10/05,14:24:16,268000,+28.7,+187.2,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2636,2015/10/05,14:24:16,270000,+29.0,+187.1,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2637,2015/10/05,14:24:16,272000,+29.0,+186.9,+33.21,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2638,2015/10/05,14:24:16,274000,+28.9,+187.0,+33.19,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2639,2015/10/05,14:24:16,276000,+28.2,+187.2,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2640,2015/10/05,14:24:16,278000,+28.7,+187.1,+33.23,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2641,2015/10/05,14:24:16,280000,+27.9,+186.9,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2642,2015/10/05,14:24:16,282000,+28.0,+186.9,+33.23,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2643,2015/10/05,14:24:16,284000,+28.2,+186.9,+33.24,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2644,2015/10/05,14:24:16,286000,+28.3,+186.9,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2645,2015/10/05,14:24:16,288000,+28.5,+187.0,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2646,2015/10/05,14:24:16,290000,+28.0,+186.9,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2647,2015/10/05,14:24:16,292000,+29.0,+186.9,+33.23,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2648,2015/10/05,14:24:16,294000,+27.9,+186.9,+33.21,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2649,2015/10/05,14:24:16,296000,+28.7,+186.9,+33.20,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2650,2015/10/05,14:24:16,298000,+28.5,+186.9,+33.21,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2651,2015/10/05,14:24:16,300000,+27.7,+186.9,+33.24,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2652,2015/10/05,14:24:16,302000,+27.9,+186.8,+33.20,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2653,2015/10/05,14:24:16,304000,+27.7,+186.8,+33.20,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2654,2015/10/05,14:24:16,306000,+27.9,+186.8,+33.21,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2655,2015/10/05,14:24:16,308000,+28.2,+186.8,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2656,2015/10/05,14:24:16,310000,+28.0,+186.9,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2657,2015/10/05,14:24:16,312000,+28.4,+186.8,+33.24,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2658,2015/10/05,14:24:16,314000,+28.1,+186.8,+33.23,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2659,2015/10/05,14:24:16,316000,+28.2,+186.9,+33.24,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2660,2015/10/05,14:24:16,318000,+27.9,+186.9,+33.24,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2661,2015/10/05,14:24:16,320000,+27.5,+186.8,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2662,2015/10/05,14:24:16,322000,+27.5,+186.7,+33.25,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2663,2015/10/05,14:24:16,324000,+27.7,+186.8,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2664,2015/10/05,14:24:16,326000,+27.9,+186.9,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2665,2015/10/05,14:24:16,328000,+27.4,+186.6,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2666,2015/10/05,14:24:16,330000,+28.4,+186.9,+33.20,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2667,2015/10/05,14:24:16,332000,+27.9,+186.6,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2668,2015/10/05,14:24:16,334000,+27.5,+186.8,+33.23,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2669,2015/10/05,14:24:16,336000,+27.6,+186.6,+33.21,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2670,2015/10/05,14:24:16,338000,+27.5,+186.6,+33.24,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2671,2015/10/05,14:24:16,340000,+27.5,+186.5,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2672,2015/10/05,14:24:16,342000,+27.9,+186.5,+33.20,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2673,2015/10/05,14:24:16,344000,+27.5,+186.4,+33.24,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2674,2015/10/05,14:24:16,346000,+27.5,+186.7,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2675,2015/10/05,14:24:16,348000,+27.5,+186.6,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2676,2015/10/05,14:24:16,350000,+27.7,+186.7,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2677,2015/10/05,14:24:16,352000,+27.8,+186.4,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2678,2015/10/05,14:24:16,354000,+27.5,+186.6,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2679,2015/10/05,14:24:16,356000,+27.2,+186.6,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2680,2015/10/05,14:24:16,358000,+27.4,+186.5,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2681,2015/10/05,14:24:16,360000,+27.5,+186.4,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2682,2015/10/05,14:24:16,362000,+26.9,+186.5,+33.21,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2683,2015/10/05,14:24:16,364000,+27.7,+186.4,+33.23,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2684,2015/10/05,14:24:16,366000,+27.2,+186.4,+33.23,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2685,2015/10/05,14:24:16,368000,+27.5,+186.4,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2686,2015/10/05,14:24:16,370000,+27.5,+186.5,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2687,2015/10/05,14:24:16,372000,+27.5,+186.4,+33.20,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2688,2015/10/05,14:24:16,374000,+27.6,+186.4,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2689,2015/10/05,14:24:16,376000,+27.7,+186.3,+33.24,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2690,2015/10/05,14:24:16,378000,+27.4,+186.5,+33.24,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2691,2015/10/05,14:24:16,380000,+27.0,+186.4,+33.24,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2692,2015/10/05,14:24:16,382000,+27.1,+186.2,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2693,2015/10/05,14:24:16,384000,+27.2,+186.4,+33.25,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2694,2015/10/05,14:24:16,386000,+26.9,+186.6,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2695,2015/10/05,14:24:16,388000,+27.5,+186.3,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2696,2015/10/05,14:24:16,390000,+27.5,+186.4,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2697,2015/10/05,14:24:16,392000,+27.5,+186.4,+33.24,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2698,2015/10/05,14:24:16,394000,+27.6,+186.2,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2699,2015/10/05,14:24:16,396000,+27.0,+186.3,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2700,2015/10/05,14:24:16,398000,+27.2,+186.2,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2701,2015/10/05,14:24:16,400000,+27.1,+186.2,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2702,2015/10/05,14:24:16,402000,+27.2,+186.2,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2703,2015/10/05,14:24:16,404000,+26.7,+186.2,+33.20,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2704,2015/10/05,14:24:16,406000,+26.8,+186.2,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2705,2015/10/05,14:24:16,408000,+26.8,+186.3,+33.24,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2706,2015/10/05,14:24:16,410000,+27.1,+186.4,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2707,2015/10/05,14:24:16,412000,+27.0,+186.2,+33.21,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2708,2015/10/05,14:24:16,414000,+27.1,+186.3,+33.21,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2709,2015/10/05,14:24:16,416000,+26.7,+186.1,+33.25,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2710,2015/10/05,14:24:16,418000,+26.7,+186.2,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2711,2015/10/05,14:24:16,420000,+26.9,+186.2,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2712,2015/10/05,14:24:16,422000,+26.7,+186.1,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2713,2015/10/05,14:24:16,424000,+26.8,+186.2,+33.20,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2714,2015/10/05,14:24:16,426000,+27.0,+186.0,+33.23,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2715,2015/10/05,14:24:16,428000,+27.5,+186.2,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2716,2015/10/05,14:24:16,430000,+26.9,+186.1,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2717,2015/10/05,14:24:16,432000,+27.5,+186.3,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2718,2015/10/05,14:24:16,434000,+27.1,+186.3,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2719,2015/10/05,14:24:16,436000,+27.1,+186.2,+33.25,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2720,2015/10/05,14:24:16,438000,+26.7,+186.0,+33.24,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2721,2015/10/05,14:24:16,440000,+26.9,+186.2,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2722,2015/10/05,14:24:16,442000,+26.5,+186.1,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2723,2015/10/05,14:24:16,444000,+26.9,+186.3,+33.21,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2724,2015/10/05,14:24:16,446000,+26.6,+186.2,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2725,2015/10/05,14:24:16,448000,+27.1,+186.1,+33.24,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2726,2015/10/05,14:24:16,450000,+26.7,+186.0,+33.21,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2727,2015/10/05,14:24:16,452000,+26.9,+186.2,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2728,2015/10/05,14:24:16,454000,+26.6,+186.1,+33.21,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2729,2015/10/05,14:24:16,456000,+27.1,+186.1,+33.21,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2730,2015/10/05,14:24:16,458000,+26.7,+186.1,+33.23,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2731,2015/10/05,14:24:16,460000,+26.5,+186.1,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2732,2015/10/05,14:24:16,462000,+26.0,+186.0,+33.21,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2733,2015/10/05,14:24:16,464000,+26.6,+186.0,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2734,2015/10/05,14:24:16,466000,+26.8,+185.9,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2735,2015/10/05,14:24:16,468000,+26.9,+186.1,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2736,2015/10/05,14:24:16,470000,+26.9,+186.0,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2737,2015/10/05,14:24:16,472000,+26.9,+186.0,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2738,2015/10/05,14:24:16,474000,+27.4,+186.1,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2739,2015/10/05,14:24:16,476000,+26.4,+186.1,+33.19,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2740,2015/10/05,14:24:16,478000,+26.7,+186.0,+33.21,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2741,2015/10/05,14:24:16,480000,+26.2,+186.1,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2742,2015/10/05,14:24:16,482000,+26.7,+185.9,+33.23,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2743,2015/10/05,14:24:16,484000,+26.8,+185.9,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2744,2015/10/05,14:24:16,486000,+26.6,+186.1,+33.20,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2745,2015/10/05,14:24:16,488000,+26.4,+185.9,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2746,2015/10/05,14:24:16,490000,+26.7,+186.1,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2747,2015/10/05,14:24:16,492000,+26.9,+185.8,+33.21,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2748,2015/10/05,14:24:16,494000,+26.8,+186.1,+33.21,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2749,2015/10/05,14:24:16,496000,+26.6,+185.9,+33.21,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2750,2015/10/05,14:24:16,498000,+26.6,+185.9,+33.21,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2751,2015/10/05,14:24:16,500000,+26.3,+185.8,+33.23,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2752,2015/10/05,14:24:16,502000,+26.4,+185.9,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2753,2015/10/05,14:24:16,504000,+26.4,+185.7,+33.18,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2754,2015/10/05,14:24:16,506000,+26.2,+185.7,+33.20,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2755,2015/10/05,14:24:16,508000,+27.1,+185.9,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2756,2015/10/05,14:24:16,510000,+26.7,+185.9,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2757,2015/10/05,14:24:16,512000,+27.2,+185.8,+33.21,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2758,2015/10/05,14:24:16,514000,+26.4,+185.6,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2759,2015/10/05,14:24:16,516000,+26.8,+185.7,+33.21,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2760,2015/10/05,14:24:16,518000,+26.1,+185.7,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2761,2015/10/05,14:24:16,520000,+26.3,+185.8,+33.21,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2762,2015/10/05,14:24:16,522000,+26.2,+185.7,+33.20,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2763,2015/10/05,14:24:16,524000,+26.3,+185.6,+33.21,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2764,2015/10/05,14:24:16,526000,+26.6,+185.7,+33.21,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2765,2015/10/05,14:24:16,528000,+26.5,+185.6,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2766,2015/10/05,14:24:16,530000,+26.4,+185.9,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2767,2015/10/05,14:24:16,532000,+26.8,+185.8,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2768,2015/10/05,14:24:16,534000,+27.0,+185.6,+33.22,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2769,2015/10/05,14:24:16,536000,+26.7,+185.8,+33.21,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
2770,2015/10/05,14:24:16,538000,+26.2,+185.8,+33.20,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
