ベンダ,GRAPHTEC Corporation
モデル,GL900
バージョン,Ver2.09
測定間隔,2ms
測定点数,453         
トリガ点,1                    
開始時刻,2015-10-05,14:24:04
終了時刻,2015-10-05,14:24:04
トリガ時刻,2015-10-05,14:24:04
アンプ設定
CH,信号名,入力,レンジ,フィルタ,スパン
CH1, " CH 1",TEMP,TC_K,Off,300.000,-100.000,ﾟC
CH2, " CH 2",DC,1-5V,Off,401.000,1.000,kPa
CH3, " CH 3",DC,10V,Off,114.300,0.000,ml
Logic/Pulse,Off
XY1,On,CH3,CH2
XY2,Off,CH1,CH3
XY3,Off,CH1,CH1
XY4,Off,CH1,CH1

測定値
番号,日付,時間,us,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,Alarm,AlarmOut
NO.,Date,Time,us,ﾟC,kPa,ml,,,,,
190,2015/10/05,14:24:04,378000,+25.2,+102.2,+59.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
191,2015/10/05,14:24:04,380000,+25.9,+102.3,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
192,2015/10/05,14:24:04,382000,+25.4,+102.3,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
193,2015/10/05,14:24:04,384000,+25.9,+102.4,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
194,2015/10/05,14:24:04,386000,+25.5,+102.4,+59.96,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
195,2015/10/05,14:24:04,388000,+25.0,+102.3,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
196,2015/10/05,14:24:04,390000,+25.3,+102.3,+60.01,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
197,2015/10/05,14:24:04,392000,+25.2,+102.2,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
198,2015/10/05,14:24:04,394000,+25.3,+102.2,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
199,2015/10/05,14:24:04,396000,+25.3,+102.4,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
200,2015/10/05,14:24:04,398000,+25.4,+102.4,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
201,2015/10/05,14:24:04,400000,+25.6,+102.5,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
202,2015/10/05,14:24:04,402000,+25.7,+102.2,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
203,2015/10/05,14:24:04,404000,+25.2,+102.3,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
204,2015/10/05,14:24:04,406000,+25.1,+102.2,+60.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
205,2015/10/05,14:24:04,408000,+25.1,+102.3,+59.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
206,2015/10/05,14:24:04,410000,+25.2,+102.2,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
207,2015/10/05,14:24:04,412000,+25.1,+102.6,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
208,2015/10/05,14:24:04,414000,+25.6,+102.2,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
209,2015/10/05,14:24:04,416000,+25.4,+102.5,+59.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
210,2015/10/05,14:24:04,418000,+25.7,+102.4,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
211,2015/10/05,14:24:04,420000,+25.4,+102.4,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
212,2015/10/05,14:24:04,422000,+25.6,+102.3,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
213,2015/10/05,14:24:04,424000,+25.4,+102.5,+59.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
214,2015/10/05,14:24:04,426000,+25.1,+102.3,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
215,2015/10/05,14:24:04,428000,+25.7,+102.2,+59.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
216,2015/10/05,14:24:04,430000,+25.3,+102.4,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
217,2015/10/05,14:24:04,432000,+24.7,+102.3,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
218,2015/10/05,14:24:04,434000,+25.8,+102.4,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
219,2015/10/05,14:24:04,436000,+25.4,+102.2,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
220,2015/10/05,14:24:04,438000,+25.1,+102.4,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
221,2015/10/05,14:24:04,440000,+25.4,+102.3,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
222,2015/10/05,14:24:04,442000,+25.2,+102.5,+59.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
223,2015/10/05,14:24:04,444000,+25.7,+102.4,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
224,2015/10/05,14:24:04,446000,+25.2,+102.2,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
225,2015/10/05,14:24:04,448000,+25.2,+102.2,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
226,2015/10/05,14:24:04,450000,+25.1,+102.3,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
227,2015/10/05,14:24:04,452000,+25.4,+102.4,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
228,2015/10/05,14:24:04,454000,+25.4,+102.2,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
229,2015/10/05,14:24:04,456000,+25.4,+102.4,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
230,2015/10/05,14:24:04,458000,+25.6,+102.4,+59.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
231,2015/10/05,14:24:04,460000,+25.2,+102.3,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
232,2015/10/05,14:24:04,462000,+25.2,+102.4,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
233,2015/10/05,14:24:04,464000,+25.1,+102.2,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
234,2015/10/05,14:24:04,466000,+25.4,+102.4,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
235,2015/10/05,14:24:04,468000,+25.3,+102.3,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
236,2015/10/05,14:24:04,470000,+25.2,+102.3,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
237,2015/10/05,14:24:04,472000,+25.3,+102.2,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
238,2015/10/05,14:24:04,474000,+25.3,+102.5,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
239,2015/10/05,14:24:04,476000,+25.6,+102.1,+60.01,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
240,2015/10/05,14:24:04,478000,+25.9,+102.4,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
241,2015/10/05,14:24:04,480000,+26.0,+102.4,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
242,2015/10/05,14:24:04,482000,+26.2,+102.4,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
243,2015/10/05,14:24:04,484000,+25.4,+102.3,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
244,2015/10/05,14:24:04,486000,+25.6,+102.3,+60.01,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
245,2015/10/05,14:24:04,488000,+25.2,+102.2,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
246,2015/10/05,14:24:04,490000,+25.2,+102.2,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
247,2015/10/05,14:24:04,492000,+25.4,+102.4,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
248,2015/10/05,14:24:04,494000,+25.4,+102.2,+60.01,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
249,2015/10/05,14:24:04,496000,+25.3,+102.3,+59.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
250,2015/10/05,14:24:04,498000,+25.6,+102.2,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
251,2015/10/05,14:24:04,500000,+25.4,+102.2,+59.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
252,2015/10/05,14:24:04,502000,+25.5,+102.3,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
253,2015/10/05,14:24:04,504000,+26.1,+102.3,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
254,2015/10/05,14:24:04,506000,+25.1,+102.4,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
255,2015/10/05,14:24:04,508000,+25.4,+102.4,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
256,2015/10/05,14:24:04,510000,+25.2,+102.2,+59.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
257,2015/10/05,14:24:04,512000,+25.4,+102.3,+59.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
258,2015/10/05,14:24:04,514000,+25.1,+102.4,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
259,2015/10/05,14:24:04,516000,+25.9,+102.1,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
260,2015/10/05,14:24:04,518000,+24.9,+102.3,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
261,2015/10/05,14:24:04,520000,+25.4,+102.4,+59.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
262,2015/10/05,14:24:04,522000,+25.7,+102.3,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
263,2015/10/05,14:24:04,524000,+25.7,+102.3,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
264,2015/10/05,14:24:04,526000,+25.1,+102.3,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
265,2015/10/05,14:24:04,528000,+25.6,+102.4,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
266,2015/10/05,14:24:04,530000,+25.1,+102.4,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
267,2015/10/05,14:24:04,532000,+25.6,+102.3,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
268,2015/10/05,14:24:04,534000,+25.1,+102.3,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
269,2015/10/05,14:24:04,536000,+25.2,+102.4,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
270,2015/10/05,14:24:04,538000,+25.5,+102.2,+59.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
271,2015/10/05,14:24:04,540000,+25.6,+102.4,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
272,2015/10/05,14:24:04,542000,+25.9,+102.1,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
273,2015/10/05,14:24:04,544000,+25.4,+102.3,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
274,2015/10/05,14:24:04,546000,+25.6,+102.2,+59.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
275,2015/10/05,14:24:04,548000,+25.5,+102.4,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
276,2015/10/05,14:24:04,550000,+25.6,+102.3,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
277,2015/10/05,14:24:04,552000,+24.4,+102.3,+60.01,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
278,2015/10/05,14:24:04,554000,+25.6,+102.3,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
279,2015/10/05,14:24:04,556000,+25.6,+102.4,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
280,2015/10/05,14:24:04,558000,+26.0,+102.3,+60.01,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
281,2015/10/05,14:24:04,560000,+24.7,+102.3,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
282,2015/10/05,14:24:04,562000,+25.5,+102.5,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
283,2015/10/05,14:24:04,564000,+25.4,+102.3,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
284,2015/10/05,14:24:04,566000,+25.4,+102.2,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
285,2015/10/05,14:24:04,568000,+25.3,+102.0,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
286,2015/10/05,14:24:04,570000,+25.1,+102.3,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
287,2015/10/05,14:24:04,572000,+25.1,+102.2,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
288,2015/10/05,14:24:04,574000,+25.6,+102.4,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
289,2015/10/05,14:24:04,576000,+25.5,+102.4,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
290,2015/10/05,14:24:04,578000,+25.4,+102.4,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
291,2015/10/05,14:24:04,580000,+25.7,+102.4,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
292,2015/10/05,14:24:04,582000,+25.4,+102.4,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
293,2015/10/05,14:24:04,584000,+25.7,+102.4,+60.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
294,2015/10/05,14:24:04,586000,+25.1,+102.2,+59.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
295,2015/10/05,14:24:04,588000,+25.4,+102.3,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
296,2015/10/05,14:24:04,590000,+25.1,+102.2,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
297,2015/10/05,14:24:04,592000,+24.9,+102.4,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
298,2015/10/05,14:24:04,594000,+24.9,+102.4,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
299,2015/10/05,14:24:04,596000,+25.1,+102.2,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
300,2015/10/05,14:24:04,598000,+25.4,+102.4,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
301,2015/10/05,14:24:04,600000,+26.0,+102.3,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
302,2015/10/05,14:24:04,602000,+25.4,+102.4,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
303,2015/10/05,14:24:04,604000,+25.4,+102.3,+59.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
304,2015/10/05,14:24:04,606000,+25.6,+102.5,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
305,2015/10/05,14:24:04,608000,+25.4,+102.2,+59.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
306,2015/10/05,14:24:04,610000,+25.6,+102.4,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
307,2015/10/05,14:24:04,612000,+24.8,+102.2,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
308,2015/10/05,14:24:04,614000,+25.4,+102.4,+60.01,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
309,2015/10/05,14:24:04,616000,+25.6,+102.4,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
310,2015/10/05,14:24:04,618000,+26.1,+102.2,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
311,2015/10/05,14:24:04,620000,+25.6,+102.4,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
312,2015/10/05,14:24:04,622000,+25.4,+102.2,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
313,2015/10/05,14:24:04,624000,+25.3,+102.3,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
314,2015/10/05,14:24:04,626000,+25.4,+102.3,+59.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
315,2015/10/05,14:24:04,628000,+25.2,+102.3,+59.96,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
316,2015/10/05,14:24:04,630000,+25.3,+102.4,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
317,2015/10/05,14:24:04,632000,+25.4,+102.3,+59.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
318,2015/10/05,14:24:04,634000,+25.4,+102.2,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
319,2015/10/05,14:24:04,636000,+25.7,+102.2,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
320,2015/10/05,14:24:04,638000,+25.6,+102.0,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
321,2015/10/05,14:24:04,640000,+25.7,+102.3,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
322,2015/10/05,14:24:04,642000,+25.7,+102.3,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
323,2015/10/05,14:24:04,644000,+25.5,+102.3,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
324,2015/10/05,14:24:04,646000,+24.9,+102.4,+60.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
325,2015/10/05,14:24:04,648000,+25.6,+102.4,+59.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
326,2015/10/05,14:24:04,650000,+25.4,+102.3,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
327,2015/10/05,14:24:04,652000,+25.4,+102.2,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
328,2015/10/05,14:24:04,654000,+25.4,+102.3,+60.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
329,2015/10/05,14:24:04,656000,+25.4,+102.3,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
330,2015/10/05,14:24:04,658000,+25.7,+102.2,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
331,2015/10/05,14:24:04,660000,+25.4,+102.2,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
332,2015/10/05,14:24:04,662000,+25.6,+102.4,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
333,2015/10/05,14:24:04,664000,+25.2,+102.2,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
334,2015/10/05,14:24:04,666000,+25.1,+102.4,+59.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
335,2015/10/05,14:24:04,668000,+25.2,+102.3,+59.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
336,2015/10/05,14:24:04,670000,+24.9,+102.2,+60.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
337,2015/10/05,14:24:04,672000,+25.1,+102.3,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
338,2015/10/05,14:24:04,674000,+25.3,+102.2,+60.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
339,2015/10/05,14:24:04,676000,+25.3,+102.5,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
340,2015/10/05,14:24:04,678000,+25.7,+102.4,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
341,2015/10/05,14:24:04,680000,+25.5,+102.5,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
342,2015/10/05,14:24:04,682000,+26.2,+102.3,+60.01,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
343,2015/10/05,14:24:04,684000,+25.4,+102.4,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
344,2015/10/05,14:24:04,686000,+25.4,+102.3,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
345,2015/10/05,14:24:04,688000,+25.0,+102.5,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
346,2015/10/05,14:24:04,690000,+25.4,+102.1,+59.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
347,2015/10/05,14:24:04,692000,+25.1,+102.4,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
348,2015/10/05,14:24:04,694000,+25.5,+102.2,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
349,2015/10/05,14:24:04,696000,+25.0,+102.5,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
350,2015/10/05,14:24:04,698000,+25.2,+102.4,+59.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
351,2015/10/05,14:24:04,700000,+25.6,+102.4,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
352,2015/10/05,14:24:04,702000,+25.4,+102.3,+60.01,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
353,2015/10/05,14:24:04,704000,+25.6,+102.2,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
354,2015/10/05,14:24:04,706000,+25.4,+102.4,+59.96,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
355,2015/10/05,14:24:04,708000,+25.0,+102.3,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
356,2015/10/05,14:24:04,710000,+25.5,+102.4,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
357,2015/10/05,14:24:04,712000,+25.6,+102.4,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
358,2015/10/05,14:24:04,714000,+25.6,+102.3,+59.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
359,2015/10/05,14:24:04,716000,+25.7,+102.4,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
360,2015/10/05,14:24:04,718000,+25.3,+102.4,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
361,2015/10/05,14:24:04,720000,+25.4,+102.3,+59.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
362,2015/10/05,14:24:04,722000,+25.4,+102.2,+60.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
363,2015/10/05,14:24:04,724000,+25.7,+102.3,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
364,2015/10/05,14:24:04,726000,+25.4,+102.4,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
365,2015/10/05,14:24:04,728000,+25.3,+102.4,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
366,2015/10/05,14:24:04,730000,+25.1,+102.2,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
367,2015/10/05,14:24:04,732000,+25.1,+102.4,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
368,2015/10/05,14:24:04,734000,+24.9,+102.1,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
369,2015/10/05,14:24:04,736000,+25.4,+102.2,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
370,2015/10/05,14:24:04,738000,+24.9,+102.2,+60.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
371,2015/10/05,14:24:04,740000,+25.8,+102.3,+60.01,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
372,2015/10/05,14:24:04,742000,+25.2,+102.3,+60.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
373,2015/10/05,14:24:04,744000,+25.6,+102.2,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
374,2015/10/05,14:24:04,746000,+25.5,+102.5,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
375,2015/10/05,14:24:04,748000,+25.1,+102.2,+59.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
376,2015/10/05,14:24:04,750000,+25.5,+102.4,+59.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
377,2015/10/05,14:24:04,752000,+24.9,+102.3,+59.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
378,2015/10/05,14:24:04,754000,+25.6,+102.4,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
379,2015/10/05,14:24:04,756000,+25.1,+102.4,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
380,2015/10/05,14:24:04,758000,+25.4,+102.3,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
381,2015/10/05,14:24:04,760000,+25.6,+102.3,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
382,2015/10/05,14:24:04,762000,+25.4,+102.4,+60.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
383,2015/10/05,14:24:04,764000,+25.6,+102.4,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
384,2015/10/05,14:24:04,766000,+25.4,+102.5,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
385,2015/10/05,14:24:04,768000,+25.4,+102.2,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
386,2015/10/05,14:24:04,770000,+25.4,+102.5,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
387,2015/10/05,14:24:04,772000,+25.1,+102.1,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
388,2015/10/05,14:24:04,774000,+25.1,+102.5,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
389,2015/10/05,14:24:04,776000,+25.3,+102.3,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
390,2015/10/05,14:24:04,778000,+25.0,+102.4,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
391,2015/10/05,14:24:04,780000,+26.0,+102.2,+59.96,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
392,2015/10/05,14:24:04,782000,+25.2,+102.5,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
393,2015/10/05,14:24:04,784000,+25.7,+102.3,+59.99,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
394,2015/10/05,14:24:04,786000,+25.1,+102.6,+60.00,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
395,2015/10/05,14:24:04,788000,+25.3,+102.2,+59.98,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
396,2015/10/05,14:24:04,790000,+25.4,+102.5,+59.97,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
397,2015/10/05,14:24:04,792000,+25.5,+102.2,+60.02,****,****,****,****,****,LLLLLLLLLLLLLLLL,LLLL
